"codeId","seed","quality"
"RAND_273",395,11190.2082381116
"RAND_274",396,10953.8258536627
"RAND_275",397,10910.9658554855
"RAND_276",398,11197.2533694123
"RAND_277",399,11365.8183933676
"RAND_278",400,10776.7462435715
"RAND_279",401,11353.78807354
"RAND_280",402,10966.0159040305
"RAND_281",403,10802.7271565262
"RAND_282",404,10541.1335524836
"RAND_283",405,11490.7176961352
"RAND_284",406,11175.4560827855
"RAND_285",407,11052.86348959
"RAND_286",408,10764.5191300513
"RAND_287",409,11112.9997161567
"RAND_288",410,10782.6808124392
"RAND_289",411,11503.4132708074
"RAND_290",412,11008.5860146136
"RAND_291",413,11457.6447296928
"RAND_292",414,11049.6601092311
"RAND_293",415,11203.2699583901
"RAND_294",416,11012.3182514623
"RAND_295",417,11434.6264133232
"RAND_296",418,10835.1248969013
"RAND_297",419,10795.0681008175
"RAND_298",420,11252.5742703853
"RAND_299",421,11279.3588856335
"RAND_300",422,11241.9506378678
"RAND_301",423,11061.265375061
"RAND_302",424,11103.3720585896
"RAND_303",425,10957.0439807868
"RAND_304",426,11196.7832580306
"RAND_305",427,11081.8177565846
"RAND_306",428,10699.4276242139
"RAND_307",429,10724.1982830757
"RAND_308",430,11167.5619760268
"RAND_309",431,10528.8793221217
"RAND_310",432,10462.2503376922
"RAND_311",433,11245.7472248953
"RAND_312",434,11041.6853873903
"RAND_313",435,11183.5257627079
"RAND_314",436,10884.7730471561
"RAND_315",437,11171.2775464834
"RAND_316",438,10729.3222989902
"RAND_317",439,11328.1633845557
"RAND_318",440,10795.6542625071
"RAND_319",441,11071.6536228415
"RAND_320",442,11102.7953343877
"RAND_321",443,10932.4557351264
"RAND_322",444,11355.3128312448
"RAND_323",445,10751.4739296817
"RAND_324",446,11285.4252444578
"RAND_325",447,10876.1741573473
"RAND_326",448,11275.5485347605
"RAND_327",449,11001.6466050755
"RAND_328",450,11361.1201661581
"RAND_329",451,11177.6081913782
"RAND_330",452,11049.8924409623
"RAND_331",453,11191.340249639
"RAND_332",454,11049.1570654394
"RAND_333",455,11039.080181842
"RAND_334",456,10243.9078218052
"RAND_335",457,11221.9175045701
"RAND_336",458,11504.811660852
"RAND_337",459,11109.5661281279
"RAND_338",460,11024.2414119929
"RAND_339",461,11193.7870034778
"RAND_340",462,11186.3113460152
"RAND_341",463,11097.5623541483
"RAND_342",464,11462.3777190266
"RAND_343",465,11438.628466054
"RAND_344",466,11107.4755959066
"RAND_345",467,10428.027281539
"RAND_346",468,11075.0891110482
"RAND_347",469,11328.2825839124
"RAND_348",470,10774.8987360597
"RAND_349",471,10767.3376155626
"RAND_350",472,11168.0543713628
"RAND_351",473,11149.5519773021
"RAND_352",474,10992.5770582203
"RAND_353",475,11364.9173680502
"RAND_354",476,10685.3433331113
"RAND_355",477,11167.1652013619
"RAND_356",478,11368.1113968547
"RAND_357",479,11284.51525199
"RAND_358",480,11412.1509425355
"RAND_359",481,10955.4305986659
"RAND_360",482,11405.3704015124
"RAND_361",483,11052.0758742996
"RAND_362",484,11290.3338734557
"RAND_363",485,10709.9967736017
"RAND_364",486,10838.6008131551
"RAND_365",487,11086.8339512186
"RAND_366",488,10965.565192328
"RAND_367",489,10952.5986213102
"RAND_368",490,11060.2381661235
"RAND_369",491,11024.9452884397
"RAND_370",492,11607.5227219178
"RAND_371",493,10926.8741730327
"RAND_372",494,10951.7462649718
"RAND_373",495,11398.9127489979
"RAND_374",496,10949.5698101353
"RAND_375",497,11470.5473308881
"RAND_376",498,10949.8487134158
"RAND_377",499,11313.1178202951
"RAND_378",500,11149.3411311613
"RAND_379",501,11616.5249533281
"RAND_380",502,11433.6670626406
"RAND_381",503,10716.312446214
"RAND_382",504,11003.2799840254
"RAND_383",505,11289.7747167518
"RAND_384",506,11274.4495815312
"RAND_385",507,10847.4147991059
"RAND_386",508,11045.1221072176
"RAND_387",509,10616.3756324608
"RAND_388",510,10673.2308827862
"RAND_389",511,10908.3897069562
"RAND_390",512,11258.7958265216
"RAND_391",513,10797.3903538737
"RAND_392",514,11478.1812791056
"RAND_393",515,10785.3423742327
"RAND_394",516,10339.2679499927
"RAND_395",517,10581.0850741965
"RAND_396",518,10909.1977761913
"RAND_397",519,11022.2434847198
"RAND_398",520,10469.3124638136
"RAND_399",521,11172.9951088251
"RAND_400",522,11141.4897214144
"RAND_401",523,10661.7924075705
"RAND_402",524,10881.7616114645
"RAND_403",525,10935.7742166294
"RAND_404",526,10767.3284973582
"RAND_405",527,11229.7926111237
"RAND_406",528,11386.1635000628
"RAND_407",529,11077.043119814
"RAND_408",530,10966.731608335
"RAND_409",531,10986.2139069472
"RAND_410",532,10781.1481365626
"RAND_411",533,10730.9219694394
"RAND_412",534,11513.4534264778
"RAND_413",535,10894.1224548024
"RAND_414",536,11086.745952631
"RAND_415",537,10768.3822946958
"RAND_416",538,10952.2500484006
"RAND_417",539,11114.1333099435
"RAND_418",540,11062.8158228703
"RAND_419",541,11448.5332431434
"RAND_420",542,11183.9059638202
"RAND_421",543,11157.4813629284
"RAND_422",544,11035.2733756367
"RAND_423",545,10644.6975666429
"RAND_424",546,10800.5591056444
"RAND_425",547,10394.4532407554
"RAND_426",548,11326.9717935378
"RAND_427",549,11266.5829179056
"RAND_428",550,11348.5202553085
"RAND_429",551,10929.2146095236
"RAND_430",552,10968.1206662458
"RAND_431",553,10750.1799816715
"RAND_432",554,11249.9663241035
"RAND_433",555,11630.7099624395
"RAND_434",556,10636.0046269825
"RAND_435",557,10934.9417698435
"RAND_436",558,11230.7283812031
"RAND_437",559,11073.3349265673
"RAND_438",560,10369.4779289974
"RAND_439",561,11234.2562917362
"RAND_440",562,11598.3414631585
"RAND_441",563,11258.2080525798
"RAND_442",564,11179.3591601429
"RAND_443",565,11045.5683605698
"RAND_444",566,10998.9426312326
"RAND_445",567,11152.3037315526
"RAND_446",568,11105.887623714
"RAND_447",569,10976.9247955406
"RAND_448",570,10924.8756042136
"RAND_449",571,11255.5436556398
"RAND_450",572,11275.4466669601
"RAND_451",573,10975.8172980622
"RAND_452",574,11160.3689366758
"RAND_453",575,11005.8477844608
"RAND_454",576,10310.776321179
"RAND_455",577,10427.2366071082
"RAND_456",578,10847.8524898966
"RAND_457",579,11534.3226439939
"RAND_458",580,10574.385012687
"RAND_459",581,10535.5285981687
"RAND_460",582,10984.122116834
"RAND_461",583,11049.5755176252
"RAND_462",584,10746.2127376368
"RAND_463",585,10926.192653875
"RAND_464",586,10378.389658554
"RAND_465",587,10651.1091070983
"RAND_466",588,11032.602516397
"RAND_467",589,11165.0107384984
"RAND_468",590,11401.7613138575
"RAND_469",591,10917.6468773686
"RAND_470",592,11063.8923022105
"RAND_471",593,10790.8586531108
"RAND_472",594,10965.7586569293
"RAND_473",595,11077.6578496528
"RAND_474",596,11276.7997305332
"RAND_475",597,10982.3765820279
"RAND_476",598,10773.5060737346
"RAND_477",599,11096.2438461144
"RAND_478",600,10119.9122146138
"RAND_479",601,10338.6153049108
"RAND_480",602,10974.2210954034
"RAND_481",603,10780.3128201428
"RAND_482",604,10632.0589122516
"RAND_483",605,11052.8958077331
"RAND_484",606,10541.4932118736
"RAND_485",607,11434.9879477798
"RAND_486",608,11321.4938650548
"RAND_487",609,10951.0811158905
"RAND_488",610,10948.6888086539
"RAND_489",611,11531.5233370039
"RAND_490",612,10812.8181331834
"RAND_491",613,10401.0858372172
"RAND_492",614,10756.4974045061
"RAND_493",615,11391.809082639
"RAND_494",616,11251.4836308329
"RAND_495",617,11351.0721773516
"RAND_496",618,11168.2524161814
"RAND_497",619,11188.0572764204
"RAND_498",620,10807.0575948577
"RAND_499",621,11127.9253628766
"RAND_500",622,11232.5172464427
"RAND_501",623,11071.0210235982
"RAND_502",624,11390.4587347465
"RAND_503",625,11252.0519545274
"RAND_504",626,11000.0702405117
"RAND_505",627,10872.8063384359
"RAND_506",628,11680.8812122111
"RAND_507",629,11292.1693274929
"RAND_508",630,11158.7956242111
"RAND_509",631,11099.2806244511
"RAND_510",632,11087.9794988133
"RAND_511",633,11509.8942404824
"RAND_512",634,11316.6415608865
"RAND_513",635,10765.6924233082
"RAND_514",636,11201.300477057
"RAND_515",637,10908.4060337391
"RAND_516",638,11169.0587673654
"RAND_517",639,10707.380867004
"RAND_518",640,11160.1401826612
"RAND_519",641,11341.678057112
"RAND_520",642,11308.1940697315
"RAND_521",643,11214.5609152439
"RAND_522",644,11771.8975151483
"RAND_523",645,10980.9751373721
"RAND_524",646,11223.6353632332
"RAND_525",647,11677.7037058551
"RAND_526",648,10719.2004729994
"RAND_527",649,10675.7591985902
"RAND_528",650,10901.3011856918
"RAND_529",651,11208.748417559
"RAND_530",652,11182.676597662
"RAND_531",653,11022.0534979346
"RAND_532",654,11436.2701561252
"RAND_533",655,10783.2805247603
"RAND_534",656,10885.5667723217
"RAND_535",657,10402.3127056022
"RAND_536",658,10655.1417936419
"RAND_537",659,10704.472176736
"RAND_538",660,10709.2053255109
"RAND_539",661,10910.8117618481
"RAND_540",662,10944.5767474716
"RAND_541",663,11152.9558265478
"RAND_542",664,10931.6529963107
"RAND_543",665,11076.2653366151
"RAND_544",666,10686.297571522
"RAND_545",667,10423.2166342669
"RAND_546",668,10924.111548508
"RAND_547",669,10639.5430014869
"RAND_548",670,10427.6351605647
"RAND_549",671,10980.5381220634
"RAND_550",672,11248.7161972933
"RAND_551",673,11496.2804276281
"RAND_552",674,11688.0963722321
"RAND_553",675,10708.9509797632
"RAND_554",676,10441.1568015948
"RAND_555",677,10620.8567161196
"RAND_556",678,10830.6173566143
"RAND_557",679,11522.7280707145
"RAND_558",680,11468.054521292
"RAND_559",681,10964.6693710338
"RAND_560",682,11034.8654669277
"RAND_561",683,10390.1715056676
"RAND_562",684,11265.9221400058
"RAND_563",685,10997.9857169355
"RAND_564",686,10542.4912594327
"RAND_565",687,10785.8653148067
"RAND_566",688,11061.0814182724
"RAND_567",689,10984.9999273761
"RAND_568",690,11053.3140224612
"RAND_569",691,11088.0864388679
"RAND_570",692,10873.0251715151
"RAND_571",693,11427.4434710375
"RAND_572",694,11097.9875895606
"RAND_573",695,10887.456510805
"RAND_574",696,10650.158317503
"RAND_575",697,10853.9200207433
"RAND_576",698,10425.0475753165
"RAND_577",699,11293.2093044114
"RAND_578",700,11504.0367896272
"RAND_579",701,11190.7023899252
"RAND_580",702,11428.4340227697
"RAND_581",703,11303.6874642541
"RAND_582",704,10913.7658071691
"RAND_583",705,11536.136859925
"RAND_584",706,10260.2507630741
"RAND_585",707,11159.5058171883
"RAND_586",708,11048.4803009791
"RAND_587",709,11414.2869340442
"RAND_588",710,11062.4569993735
"RAND_589",711,10715.9194915158
"RAND_590",712,10927.2725765852
"RAND_591",713,11570.4810226021
"RAND_592",714,11403.4096307112
"RAND_593",715,10850.7779859439
"RAND_594",716,10737.2805880786
"RAND_595",717,11118.1834825909
"RAND_596",718,11009.5403612343
"RAND_597",719,10944.6760386231
"RAND_598",720,10842.6973105216
"RAND_599",721,11389.9182720489
"RAND_600",722,11298.5738901214
"RAND_601",723,11326.1499714889
"RAND_602",724,11018.1585459273
"RAND_603",725,10981.9033606297
"RAND_604",726,11135.4649455165
"RAND_605",727,10989.5496092188
"RAND_606",728,11037.3049404358
"RAND_607",729,11156.261013766
"RAND_608",730,10807.7614105814
"RAND_609",731,10927.2328587063
"RAND_610",732,10937.2679533823
"RAND_611",733,11035.2246400533
"RAND_612",734,11269.9135798422
"RAND_613",735,11334.4996157546
"RAND_614",736,10447.5704828578
"RAND_615",737,11871.5856710229
"RAND_616",738,10738.5919916914
"RAND_617",739,10745.1531246304
"RAND_618",740,11734.0259494712
"RAND_619",741,11210.9581439207
"RAND_620",742,11716.1380280541
"RAND_621",743,11527.3649987715
"RAND_622",744,11365.9201126458
"RAND_623",745,11199.2156650542
"RAND_624",746,10971.67281938
"RAND_625",747,10659.1129756811
"RAND_626",748,10939.6592377506
"RAND_627",749,11096.3038761197
"RAND_628",750,11093.8630713367
"RAND_629",751,11365.1194740766
"RAND_630",752,11251.0226454081
"RAND_631",753,10961.7622663342
"RAND_632",754,10402.4112080402
"RAND_633",755,10939.3223539215
"RAND_634",756,11068.9848006887
"RAND_635",757,11400.0501567651
"RAND_636",758,10967.7583841865
"RAND_637",759,11673.8118560144
"RAND_638",760,11478.1069161725
"RAND_639",761,10732.6647549378
"RAND_640",762,11594.3562453365
"RAND_641",763,11049.3627064501
"RAND_642",764,10652.5504949299
"RAND_643",765,11116.3159419708
"RAND_644",766,10573.0455596841
"RAND_645",767,11277.2709928566
"RAND_646",768,11149.0204190772
"RAND_647",769,11126.5704777814
"RAND_648",770,10728.0166331314
"RAND_649",771,11118.5783729619
"RAND_650",772,10898.477051694
"RAND_651",773,11480.9795406384
"RAND_652",774,11424.7383569519
"RAND_653",775,10836.4209075526
"RAND_654",776,10401.1533657297
"RAND_655",777,10969.1697882132
"RAND_656",778,10964.0631621086
"RAND_657",779,10649.4135817655
"RAND_658",780,10846.4914717597
"RAND_659",781,11077.6284943649
"RAND_660",782,10657.2972124844
"RAND_661",783,11251.5761817502
"RAND_662",784,11508.670635416
"RAND_663",785,10774.3830064609
"RAND_664",786,11664.8649275205
"RAND_665",787,11172.7676998599
"RAND_666",788,10407.3756082234
"RAND_667",789,10936.9044852716
"RAND_668",790,10734.1120311345
"RAND_669",791,10690.9287383969
"RAND_670",792,10474.7223536337
"RAND_671",793,10848.6229222746
"RAND_672",794,10879.6994463911
"RAND_673",795,10797.8455264477
"RAND_674",796,11445.5979155353
"RAND_675",797,11003.502578412
"RAND_676",798,11284.9508993311
"RAND_677",799,10982.630529565
"RAND_678",800,11345.3610944602
"RAND_679",801,10949.5161704283
"RAND_680",802,11053.8265530763
"RAND_681",803,10891.6320961996
"RAND_682",804,10681.5931391277
"RAND_683",805,10921.4157886108
"RAND_684",806,10910.241855535
"RAND_685",807,11353.7977423282
"RAND_686",808,10682.916621886
"RAND_687",809,11528.1053933584
"RAND_688",810,10414.2915482249
"RAND_689",811,11457.5670467216
"RAND_690",812,11044.0607783646
"RAND_691",813,11034.5870781285
"RAND_692",814,11046.2568944453
"RAND_693",815,10791.9921839663
"RAND_694",816,11021.3216365864
"RAND_695",817,11034.4143923076
"RAND_696",818,11005.5334722254
"RAND_697",819,11656.4430748758
"RAND_698",820,10787.0484407917
"RAND_699",821,10704.4031175539
"RAND_700",822,11082.5452789453
"RAND_701",823,11634.123111737
"RAND_702",824,11399.5998988455
"RAND_703",825,10793.1433515555
"RAND_704",826,11181.9820638848
"RAND_705",827,11472.2225317086
"RAND_706",828,10862.3307102487
"RAND_707",829,10735.5167035291
"RAND_708",830,11125.690989468
"RAND_709",831,11102.5928111978
"RAND_710",832,11336.5065833275
"RAND_711",833,10598.8292865047
"RAND_712",834,10900.3389381305
"RAND_713",835,11400.212349615
"RAND_714",836,11002.9754375023
"RAND_715",837,11192.3277634678
"RAND_716",838,10701.8505830315
"RAND_717",839,10774.7989709564
"RAND_718",840,11351.5540204207
"RAND_719",841,11266.4621368083
"RAND_720",842,11700.2794260306
"RAND_721",843,11214.7747155513
"RAND_722",844,11198.9634683247
"RAND_723",845,10833.4172831212
"RAND_724",846,10550.4875317
"RAND_725",847,11138.8025662693
"RAND_726",848,11166.0808051419
"RAND_727",849,11193.3364757868
"RAND_728",850,10756.1099837281
"RAND_729",851,10696.0392571982
"RAND_730",852,11076.236095977
"RAND_731",853,11445.3995801485
"RAND_732",854,10709.3210577229
"RAND_733",855,10954.4871492653
"RAND_734",856,11124.799273882
"RAND_735",857,11244.4556165211
"RAND_736",858,10843.3196434611
"RAND_737",859,10949.3272492614
"RAND_738",860,11443.2431385957
"RAND_739",861,11509.7727979925
"RAND_740",862,10832.4460537151
"RAND_741",863,11204.292643619
"RAND_742",864,11032.2086112842
"RAND_743",865,10991.2559266268
"RAND_744",866,11128.4153788181
"RAND_745",867,11373.757898103
"RAND_746",868,11291.68573646
"RAND_747",869,11130.1972150386
"RAND_748",870,11274.6434217281
"RAND_749",871,10707.9242396907
"RAND_750",872,11070.4375071688
"RAND_751",873,11290.8652247492
"RAND_752",874,10703.5693943428
"RAND_753",875,10781.8313041801
"RAND_754",876,11056.5512569266
"RAND_755",877,10382.0534003563
"RAND_756",878,11129.7495016534
"RAND_757",879,10409.5919495969
"RAND_758",880,10720.2698698201
"RAND_759",881,10863.4203421076
"RAND_760",882,10858.5345074666
"RAND_761",883,10887.1902631017
"RAND_762",884,11615.4972690778
"RAND_763",885,11016.4787341896
"RAND_764",886,11446.2990748107
"RAND_765",887,10921.0343197656
"RAND_766",888,10742.8421408731
"RAND_767",889,10745.458568539
"RAND_768",890,11468.4253019732
"RAND_769",891,11086.8542401353
"RAND_770",892,11581.6669764832
"RAND_771",893,10805.6035553305
"RAND_772",894,11190.0526978544
"RAND_773",895,10735.9001542737
"RAND_774",896,11224.1695652199
"RAND_775",897,11487.3823787261
"RAND_776",898,10819.4025987483
"RAND_777",899,10912.1018725128
"RAND_778",900,10754.5641794435
"RAND_779",901,10590.8009024319
"RAND_780",902,10507.8169762898
"RAND_781",903,10797.2975556186
"RAND_782",904,10518.6949453249
"RAND_783",905,10309.0241090659
"RAND_784",906,11211.847960379
"RAND_785",907,11041.8471498883
"RAND_786",908,11027.1349539393
"RAND_787",909,10728.355071308
"RAND_788",910,10834.5683292691
"RAND_789",911,10578.6478153692
"RAND_790",912,11477.7085591057
"RAND_791",913,11014.1384263571
"RAND_792",914,11111.8849719291
"RAND_793",915,11143.7563105235
"RAND_794",916,11154.2799284634
"RAND_795",917,11299.3856222667
"RAND_796",918,11063.7022396848
"RAND_797",919,11066.0689336499
"RAND_798",920,11528.9275442257
"RAND_799",921,11207.6169368455
"RAND_800",922,11214.9224531118
"RAND_801",923,11538.2657884995
"RAND_802",924,11154.2208052217
"RAND_803",925,10905.292369778
"RAND_804",926,11121.700942114
"RAND_805",927,10644.9551821285
"RAND_806",928,11431.3608885487
"RAND_807",929,10938.7336772802
"RAND_808",930,11029.9765618777
"RAND_809",931,11065.0325221496
"RAND_810",932,11509.2635632528
"RAND_811",933,10975.4794377946
"RAND_812",934,10918.8113063793
"RAND_813",935,10719.8097332432
"RAND_814",936,11275.4648567665
"RAND_815",937,11304.7144363326
"RAND_816",938,10883.946689749
"RAND_817",939,11162.6824469806
"RAND_818",940,10832.200076783
"RAND_819",941,11344.6966241511
"RAND_820",942,11264.0005521998
"RAND_821",943,10608.5185046284
"RAND_822",944,11336.7315985109
"RAND_823",945,11083.7126996861
"RAND_824",946,11149.9400544984
"RAND_825",947,10544.6077919744
"RAND_826",948,10804.4296285831
